Brand,Battery capacity,Screen size,Resolution,Processor,RAM,Internal storage,Camera,Operating system,Number of SIMs,Price
Intex,1800 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3949
Intex,1450 mAh,4 inch,480 x 800 px,4,512 mb,4 GB,0.3 MP Rear +  0.3 MP Front Camera,Android,2,2666
HTC,2800 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  4 MP Front Camera,Android,1,7999
Micromax,3000 mAh,6 inch,540 x 960 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,7530
iBall,2000 mAh,5 inch,480 x 854 px,4,512 mb,4 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,1999
Honor,3000 mAh,5 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,9999
Panasonic,2700 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,5549
Swipe,3000 mAh,6 inch,720 x 1280 px,4,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,7500
Asus,2070 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,3999
Intex,1500 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,4750
ZTE,2540 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,4999
ZTE,3000 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,16 MP Rear +  8 MP Front Camera,Android,2,4500
LeEco,3000 mAh,6 inch,1080 x 1920 px,10,4000 mb,32 GB,21 MP Rear +  8 MP Front Camera,Android,1,5890
Nubia,2800 mAh,5 inch,1080 x 1920 px,8,3000 mb,64 GB,16 MP Rear +  8 MP Front Camera,Android,2,9999
Gionee,2000 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,5 MP Rear +  2 MP Front Camera,Android,2,4800
Yu,4000 mAh,6 inch,1080 x 1920 px,8,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,6499
Videocon,3000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,4006
HTC,3000 mAh,5 inch,1440 x 2560 px,8,3000 mb,32 GB,12 MP Rear +  5 MP Front Camera,Android,1,9751
Meizu,4100 mAh,6 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,5290
Reach,2500 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,2690
Asus,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,4990
Gionee,1850 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,4999
Samsung,5000 mAh,6 inch,1080 x 1920 px,8,4000 mb,32 GB,16 MP Rear +  8 MP Front Camera,Android,2,19980
Intex,1400 mAh,4 inch,480 x 800 px,4,512 mb,4 GB,2 MP Rear +  2 MP Front Camera,Android,2,2199
Samsung,3300 mAh,6 inch,720 x 1080 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,13450
Samsung,3100 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,9999
Vivo,2200 mAh,5 inch,540 x 960 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,8599
Reach,2000 mAh,4 inch,480 x 800 px,4,1000 mb,8 GB,3.2 MP Rear +  1.3 MP Front Camera,Android,2,2200
Lava,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,8 GB,8 MP Rear +  8 MP Front Camera,Android,2,4500
Videocon,2200 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,6600
Lava,1200 mAh,4 inch,480 x 800 px,2,512 mb,4 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,1999
Intex,2500 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,3333
Intex,1700 mAh,4 inch,480 x 800 px,4,768 mb,4 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,6500
Lava,1750 mAh,5 inch,480 x 854 px,2,512 mb,8 GB,3.2 MP Rear +  0.3 MP Front Camera,Android,2,1999
InFocus,2300 mAh,5 inch,850 x 480 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,4490
Panasonic,1600 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,6760
Intex,2200 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  0 MP Front Camera,Android,2,3499
mPhone,3050 mAh,6 inch,1080 x 1920 px,8,4000 mb,64 GB,21 MP Rear +  8 MP Front Camera,Android,2,6499
mPhone,2600 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,16 MP Rear +  8 MP Front Camera,Android,2,7399
Intex,2300 mAh,5 inch,480 x 854 px,2,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,2999
Lyf,2250 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,2,3499
Blu,2300 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,7999
Zopo,3600 mAh,6 inch,1080 x 1920 px,10,4000 mb,32 GB,21 MP Rear +  8 MP Front Camera,Android,2,9980
Xolo,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,4559
Intex,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  2 MP Front Camera,Sailfish,2,4799
ZTE,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  8 MP Front Camera,Android,1,3840
Sony,2620 mAh,5 inch,1080 x 1920 px,1,3000 mb,32 GB,23 MP Rear +  13 MP Front Camera,Android,1,19990
Sony,2300 mAh,5 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,1,7994
HTC,2700 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,7890
HTC,2200 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,10299
HP,4150 mAh,6 inch,1440 x 2560 px,4,4000 mb,64 GB,15 MP Rear +  8 MP Front Camera,Windows,1,88719
Alcatel,2610 mAh,5 inch,1080 x 1920 px,8,3000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,1,16999
Intex,3000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,6849
Swipe,3000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,8 MP Rear +  3.2 MP Front Camera,Android,2,4099
LG,3000 mAh,6 inch,720 x 1280 px,4,1000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,1,7999
Intex,2200 mAh,5 inch,720 x 1280 px,4,3000 mb,16 GB,8 MP Rear +  2 MP Front Camera,Android,2,6800
Intex,3000 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3099
Microsoft,2000 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Windows,1,9990
LG,2520 mAh,5 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,1,8000
Intex,2500 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,2999
Intex,1400 mAh,4 inch,480 x 800 px,4,512 mb,4 GB,2 MP Rear +  2 MP Front Camera,Android,2,2799
Lava,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,7980
Lava,2000 mAh,5 inch,720 x 1280 px,4,512 mb,4 GB,5 MP Rear +  2 MP Front Camera,Android,2,4949
Lenovo,5000 mAh,6 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,7679
Lava,2500 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3990
Intex,1500 mAh,4 inch,480 x 800 px,1,1000 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,2990
Intex,1800 mAh,5 inch,480 x 854 px,1,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,4999
Panasonic,3200 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,5299
Lyf,2000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,2,5499
Lava,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,3999
Zopo,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13.2 MP Rear +  5 MP Front Camera,Android,2,12000
iBall,2600 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,7599
Micromax,3000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3995
Vivo,2350 mAh,5 inch,540 x 960 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,9099
Lava,3000 mAh,6 inch,720 x 1280 px,4,3000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,8250
Lyf,2400 mAh,5 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,7750
Lyf,2600 mAh,5 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,4800
Lenovo,3500 mAh,6 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,8990
Panasonic,2350 mAh,5 inch,720 x 1280 px,8,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,13988
Swipe,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,3599
Lava,2000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3449
Intex,2300 mAh,5 inch,480 x 854 px,2,1000 mb,8 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,4690
Lava,1550 mAh,4 inch,480 x 800 px,4,1000 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,5199
Intex,2000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,4777
Intex,1400 mAh,4 inch,480 x 800 px,1,512 mb,4 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,2399
Intex,1400 mAh,4 inch,480 x 800 px,1,256 mb,1 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,1999
Lenovo,2900 mAh,6 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,14000
Karbonn,2300 mAh,5 inch,480 x 854 px,4,512 mb,8 GB,3.2 MP Rear +  1.3 MP Front Camera,Android,2,4690
Alcatel,2580 mAh,6 inch,720 x 1280 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,3998
LG,2125 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  5 MP Front Camera,Android,1,994
LG,2300 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,13 MP Rear +  5 MP Front Camera,Android,1,3994
Intex,1700 mAh,5 inch,480 x 854 px,2,512 mb,4 GB,5 MP Rear +  2 MP Front Camera,Android,2,3800
Lava,2000 mAh,5 inch,480 x 854 px,4,512 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,2899
Intex,2000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,4290
Karbonn,2000 mAh,5 inch,540 x 960 px,4,1000 mb,8 GB,8 MP Rear +  3.2 MP Front Camera,Android,2,8700
Xolo,2300 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,7999
Zen,2900 mAh,6 inch,540 x 960 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3739
Videocon,2200 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,13 MP Rear +  5 MP Front Camera,Android,2,2950
Intex,2000 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,4699
Intex,2000 mAh,5 inch,480 x 854 px,4,512 mb,8 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,2199
Kult,2350 mAh,5 inch,720 x 1280 px,4,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,4499
Micromax,2100 mAh,5 inch,720 x 1280 px,8,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,4150
Asus,3450 mAh,7 inch,1024 x 600 px,4,1000 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,6199
Xiaomi,3100 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,8999
iBall,2200 mAh,6 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,3999
Micromax,2500 mAh,6 inch,720 x 1280 px,4,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,4790
Micromax,2000 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,4990
Gionee,2000 mAh,5 inch,720 x 1280 px,8,1000 mb,16 GB,5 MP Rear +  2 MP Front Camera,Android,2,6999
ZTE,2800 mAh,5 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,2900
Panasonic,2500 mAh,6 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,6990
Samsung,3300 mAh,6 inch,1080 x 1920 px,8,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,1,9999
Videocon,2200 mAh,5 inch,720 x 1280 px,8,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,6390
Videocon,1600 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,2999
Micromax,2500 mAh,5 inch,854 x 480 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,7499
Lava,2900 mAh,5 inch,720 x 1280 px,4,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,12000
Intex,4000 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,4999
Lava,2000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,2999
Samsung,2600 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,1,4999
Intex,2300 mAh,5 inch,480 x 854 px,2,512 mb,8 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,4090
Micromax,2000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  2 MP Front Camera,Android,2,4050
Micromax,1750 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,3799
Intex,2150 mAh,5 inch,720 x 1280 px,4,3000 mb,16 GB,8 MP Rear +  2 MP Front Camera,Android,2,5849
Intex,1400 mAh,4 inch,480 x 800 px,1,256 mb,1 GB,0.3 MP Rear +  0.3 MP Front Camera,Android,2,2199
Intex,2000 mAh,5 inch,480 x 854 px,4,512 mb,8 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,2199
iBall,2100 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,8 MP Rear +  3.2 MP Front Camera,Android,2,4699
Gionee,3150 mAh,6 inch,720 x 1280 px,8,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,6490
InFocus,2600 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,6990
HTC,2800 mAh,6 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  4 MP Front Camera,Android,2,7999
HTC,2800 mAh,6 inch,720 x 1280 px,8,1000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,11586
Intex,2500 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,4900
Intex,1400 mAh,4 inch,480 x 800 px,2,512 mb,8 GB,0.3 MP Rear +  0.3 MP Front Camera,Android,2,4299
Xolo,2400 mAh,5 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  5 MP Front Camera,Android,2,9999
InFocus,2000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,2490
Karbonn,2000 mAh,4 inch,480 x 800 px,1,256 mb,1 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,2599
Oppo,2420 mAh,5 inch,540 x 960 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,8200
Samsung,3000 mAh,6 inch,720 x 1280 px,4,1000 mb,8 GB,13 MP Rear +  5 MP Front Camera,Android,2,9977
Micromax,2000 mAh,5 inch,480 x 854 px,4,512 mb,2 GB,5 MP Rear +  2 MP Front Camera,Android,2,2399
Samsung,2600 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,4655
Lenovo,2000 mAh,4 inch,480 x 800 px,4,1000 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,3549
Lenovo,2300 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,5990
Lava,4000 mAh,5 inch,480 x 854 px,4,2000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,8700
Intex,2000 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,5300
Intex,2500 mAh,5 inch,720 x 1280 px,4,3000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,9300
Zopo,3000 mAh,6 inch,1080 x 1920 px,8,3000 mb,16 GB,13.2 MP Rear +  5 MP Front Camera,Android,1,6499
Micromax,1450 mAh,4 inch,480 x 800 px,4,512 mb,4 GB,2 MP Rear +  1.3 MP Front Camera,Android,2,2240
Micromax,2000 mAh,5 inch,480 x 854 px,4,512 mb,4 GB,5 MP Rear +  2 MP Front Camera,Android,2,2999
Samsung,2600 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Tizen,2,4990
Panasonic,2910 mAh,6 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,8499
Panasonic,2150 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,3899
ZTE,2800 mAh,5 inch,1080 x 1920 px,8,3000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,1,5900
iBall,1700 mAh,5 inch,480 x 854 px,2,512 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3840
Microsoft,2100 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Windows,1,5398
Microsoft,3000 mAh,5 inch,1440 x 2560 px,6,3000 mb,32 GB,20 MP Rear +  5 MP Front Camera,Windows,1,41390
Microsoft,3340 mAh,6 inch,1440 x 2560 px,8,3000 mb,32 GB,20 MP Rear +  5 MP Front Camera,Windows,1,24999
Micromax,1650 mAh,5 inch,480 x 854 px,4,512 mb,4 GB,5 MP Rear +  2 MP Front Camera,Android,2,2999
LG,3000 mAh,6 inch,1440 x 2560 px,6,4000 mb,64 GB,16 MP Rear +  5 MP Front Camera,Android,1,14999
Videocon,3000 mAh,5 inch,480 x 854 px,4,1000 mb,1 GB,8 MP Rear +  5 MP Front Camera,Android,2,5399
Videocon,2000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,2799
Vivo,1900 mAh,5 inch,854 x 480 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,4999
Samsung,1800 mAh,4 inch,480 x 800 px,2,512 mb,4 GB,5 MP Rear +  2 MP Front Camera,Android,2,4300
Vivo,2260 mAh,5 inch,720 x 1280 px,4,1000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,9001
Micromax,2820 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,4499
Lava,2000 mAh,4 inch,480 x 800 px,1,512 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,2499
Micromax,2000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3199
Gionee,2000 mAh,5 inch,480 x 485 px,4,1000 mb,16 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,3299
Micromax,2000 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,4970
Intex,4000 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,5990
Micromax,4000 mAh,6 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,5990
Intex,1850 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  8 MP Front Camera,Android,2,4295
iBall,2000 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,2,3999
Micromax,4000 mAh,5 inch,720 x 1280 px,4,2000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,4290
HTC,2800 mAh,6 inch,720 x 1280 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,5999
Lenovo,3900 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,6999
Sony,3430 mAh,6 inch,2160 x 3840 px,8,3000 mb,32 GB,23 MP Rear +  5 MP Front Camera,Android,2,57500
Acer,2420 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  8 MP Front Camera,Android,1,5750
Micromax,1850 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,3999
Intex,2000 mAh,5 inch,480 x 854 px,4,512 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,3699
iBall,1800 mAh,5 inch,480 x 854 px,4,1000 mb,1 GB,8 MP Rear +  3.2 MP Front Camera,Android,2,4995
Videocon,2200 mAh,5 inch,720 x 1280 px,8,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,5499
Intex,3000 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,5649
Zopo,2500 mAh,5 inch,1080 x 1920 px,8,3000 mb,16 GB,13.2 MP Rear +  5 MP Front Camera,Android,2,3990
Panasonic,2910 mAh,6 inch,1080 x 1920 px,8,2000 mb,32 GB,13 MP Rear +  8 MP Front Camera,Android,2,14990
Intex,1500 mAh,4 inch,480 x 800 px,4,512 mb,4 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,2399
Lenovo,2000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,6000
Lava,1400 mAh,4 inch,400 x 800 px,1,256 mb,1 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,2222
Panasonic,1800 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,4650
Panasonic,2000 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,5830
Panasonic,2500 mAh,6 inch,540 x 960 px,4,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,3990
Lava,1750 mAh,5 inch,854 x 480 px,4,512 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,1,4299
iBall,2000 mAh,5 inch,540 x 960 px,4,512 mb,8 GB,8 MP Rear +  0.3 MP Front Camera,Android,2,3499
Intex,2000 mAh,5 inch,540 x 960 px,4,512 mb,8 GB,5 MP Rear +  0.3 MP Front Camera,Android,2,3899
Philips,1600 mAh,4 inch,480 x 800 px,2,512 mb,4 GB,5 MP Rear +  0.3 MP Front Camera,Android,1,3199
Intex,1700 mAh,5 inch,540 x 960 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,4499
Blu,2500 mAh,5 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Windows,2,4500
Intex,1600 mAh,5 inch,480 x 854 px,4,512 mb,8 GB,5 MP Rear +  1.3 MP Front Camera,Android,2,4449
Intex,2300 mAh,6 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  2 MP Front Camera,Android,2,8200
Asus,3000 mAh,6 inch,1080 x 1920 px,8,3000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,8999
Intex,2300 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,2,5999
Lava,2500 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,13 MP Rear +  8 MP Front Camera,Android,1,6999
Asus,2070 mAh,5 inch,720 x 1280 px,4,2000 mb,8 GB,13 MP Rear +  5 MP Front Camera,Android,2,5990
Sony,2600 mAh,5 inch,1080 x 1920 px,8,3000 mb,16 GB,21.5 MP Rear +  13 MP Front Camera,Android,1,5999
Sony,2930 mAh,6 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  13 MP Front Camera,Android,1,25990
Lava,2000 mAh,5 inch,854 x 480 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,2999
InFocus,2450 mAh,5 inch,1080 x 1920 px,8,2000 mb,16 GB,13 MP Rear +  5 MP Front Camera,Android,1,4490
Panasonic,1400 mAh,4 inch,480 x 800 px,2,512 mb,4 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,2000
iBall,3000 mAh,6 inch,720 x 1280 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,5000
Lava,2000 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,5 MP Rear +  2 MP Front Camera,Android,2,2999
Intex,2900 mAh,4 inch,480 x 800 px,4,512 mb,4 GB,5 MP Rear +  2 MP Front Camera,Android,2,4050
LG,2540 mAh,5 inch,480 x 854 px,4,1000 mb,8 GB,8 MP Rear +  5 MP Front Camera,Android,2,3999
Karbonn,1800 mAh,5 inch,720 x 1280 px,4,2000 mb,16 GB,8 MP Rear +  5 MP Front Camera,Android,2,3990
Panasonic,1500 mAh,4 inch,480 x 800 px,4,512 mb,4 GB,3 MP Rear +  0.3 MP Front Camera,Android,2,2990
iBall,1250 mAh,4 inch,320 x 480 px,1,256 mb,1 GB,2 MP Rear +  0.3 MP Front Camera,Android,2,2499
