Brand,Battery_capacity(mAh),Screen_size(inches),Processor,Operating system,Resolution_height(px),Price,Internal_storage(GB),Resolution_width(px),Rear_Camera(MP),Front_Camera(MP),RAM(GB),Number of SIMs
lava,2800,6,4,android,1280.0,8.517193191416238,3.4965075614664802,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
meizu,3400,6,8,android,2560.0,10.225607282932941,4.174387269895637,7.273092595999522,2.5649493574615367,1.791759469228055,1.6094379124341003,16
panasonic,3000,6,8,android,1280.0,9.546169544733285,3.4965075614664802,6.580639137284949,2.6390573296152584,1.791759469228055,1.3862943611198906,16
htc,3200,6,8,android,2560.0,9.314790473332646,3.4965075614664802,7.273092595999522,2.833213344056216,2.1972245773362196,1.3862943611198906,1
lyf,2250,5,4,android,1280.0,8.536995818712418,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
panasonic,2000,5,4,android,1280.0,8.85352256068954,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
zopo,2300,6,4,android,1280.0,8.433594167539924,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
motorola,3050,6,8,android,1920.0,8.922658299524402,3.4965075614664802,6.985641817639208,2.833213344056216,2.1972245773362196,1.3862943611198906,16
lyf,2000,5,4,android,854.0,8.160518247477505,2.1972245773362196,6.175867270105761,2.1972245773362196,1.791759469228055,0.6931471805599453,16
huawei,4000,6,8,android,1920.0,10.896442985345695,4.174387269895637,6.985641817639208,3.044522437723423,2.1972245773362196,1.6094379124341003,16
intex,4350,5,4,android,1280.0,8.160518247477505,2.1972245773362196,6.580639137284949,0.0,0.0,0.6931471805599453,16
zen,2900,6,4,android,854.0,8.226840890408578,2.1972245773362196,6.175867270105761,1.791759469228055,1.3862943611198906,0.6931471805599453,16
swipe,2500,5,4,android,854.0,8.517193191416238,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
samsung,3300,6,8,android,1920.0,9.32375833901174,2.833213344056216,6.985641817639208,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
xolo,2350,5,4,android,1280.0,8.318742252692399,2.1972245773362196,6.580639137284949,1.791759469228055,1.791759469228055,0.6931471805599453,16
zopo,2100,5,4,android,1280.0,8.364042011922063,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
intex,3650,6,4,android,1280.0,8.820699399214904,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
intex,1650,5,4,android,854.0,7.90100705199242,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.6931471805599453,16
intex,2500,5,4,android,1280.0,8.599694412927981,2.1972245773362196,6.580639137284949,1.791759469228055,1.791759469228055,0.6931471805599453,16
intex,2800,6,4,android,1280.0,8.674196940225903,2.1972245773362196,6.580639137284949,1.791759469228055,1.791759469228055,0.6931471805599453,16
intex,2450,5,4,android,854.0,8.294049640102028,2.1972245773362196,6.175867270105761,1.791759469228055,1.791759469228055,0.6931471805599453,16
honor,3000,5,8,android,1920.0,9.723163998404846,2.833213344056216,6.985641817639208,2.6390573296152584,2.1972245773362196,1.0986122886681098,1
honor,3100,6,8,android,1280.0,8.699514748210191,2.833213344056216,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,1
blackberry,3000,6,4,android,2560.0,9.740968623038354,3.4965075614664802,7.273092595999522,3.091042453358316,2.1972245773362196,1.6094379124341003,1
xiaomi,4850,6,6,android,1920.0,9.903487552536127,4.859812404361672,6.985641817639208,2.833213344056216,1.791759469228055,1.6094379124341003,16
lyf,4000,5,4,android,1820.0,8.77940359789435,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,1.0986122886681098,16
lyf,1800,4,4,android,800.0,8.183118079394745,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.6931471805599453,16
zen,2900,6,4,android,480.0,8.006367567650246,2.1972245773362196,6.75110146893676,1.791759469228055,1.0986122886681098,0.6931471805599453,16
intex,2800,5,4,android,854.0,8.691146498539675,2.833213344056216,6.175867270105761,1.791759469228055,1.0986122886681098,1.0986122886681098,16
vivo,2730,5,8,android,720.0,9.254452946594503,2.833213344056216,7.155396301896734,2.1972245773362196,1.791759469228055,1.0986122886681098,1
google,2770,5,4,android,1920.0,10.01234195744821,3.4965075614664802,6.985641817639208,2.5649493574615367,2.1972245773362196,1.6094379124341003,1
karbonn,2300,5,1,android,854.0,8.294049640102028,1.6094379124341003,6.175867270105761,1.3862943611198906,0.0,0.0,16
intex,2000,5,1,android,854.0,8.41913925094085,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
gionee,3100,6,8,android,1080.0,8.699514748210191,3.4965075614664802,6.580639137284949,2.6390573296152584,1.791759469228055,1.3862943611198906,16
coolpad,4010,6,8,android,1920.0,9.396902923027392,3.4965075614664802,6.985641817639208,2.6390573296152584,2.1972245773362196,1.6094379124341003,16
lava,2350,5,4,android,854.0,8.612685172875459,2.1972245773362196,6.175867270105761,1.791759469228055,1.791759469228055,0.6931471805599453,16
samsung,3300,6,8,android,1920.0,8.987196820661973,2.833213344056216,6.985641817639208,2.6390573296152584,1.791759469228055,1.3862943611198906,16
micromax,2000,5,4,android,1280.0,8.366370301681654,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
panasonic,2000,5,4,android,1280.0,8.852378886511985,2.1972245773362196,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
lava,1850,5,2,android,854.0,7.7406644019172415,1.6094379124341003,6.175867270105761,1.791759469228055,0.0,0.0,16
lava,2600,6,4,android,1280.0,8.764209507142004,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
micromax,1400,4,4,android,800.0,8.069655306886165,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.6931471805599453,16
htc,2700,6,4,android,1280.0,9.680406499268875,3.4965075614664802,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
samsung,2400,5,4,android,1280.0,9.433483923290392,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
videocon,3000,5,4,android,1280.0,9.018089684104343,3.4965075614664802,6.580639137284949,2.6390573296152584,1.791759469228055,1.3862943611198906,16
zopo,2300,6,4,android,1280.0,8.374246182096304,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
lenovo,2900,6,4,android,1280.0,8.852378886511985,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,1.0986122886681098,16
lenovo,2300,5,4,android,1280.0,8.895766604056085,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,1.0986122886681098,16
lenovo,2300,5,4,android,1280.0,8.916103530553727,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
zen,2000,5,4,android,854.0,7.937374696163295,2.1972245773362196,6.175867270105761,1.791759469228055,0.6931471805599453,0.0,16
samsung,1950,4,4,android,800.0,9.740439071085758,2.833213344056216,6.175867270105761,2.1972245773362196,1.791759469228055,1.0986122886681098,1
xolo,2500,5,4,android,720.0,8.546751993657782,2.1972245773362196,7.155396301896734,2.1972245773362196,1.791759469228055,0.6931471805599453,16
intex,2200,5,4,android,854.0,8.006367567650246,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,1.0986122886681098,16
intex,2000,5,4,android,854.0,7.901377353792616,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.6931471805599453,16
lyf,2300,5,8,android,1280.0,8.309184527686298,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.3862943611198906,16
vivo,2000,5,4,android,854.0,8.867990898182093,2.833213344056216,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
intex,2200,5,6,android,1280.0,8.366370301681654,2.833213344056216,6.580639137284949,1.791759469228055,1.791759469228055,1.0986122886681098,16
infocus,2600,6,4,android,720.0,8.779557455883728,2.833213344056216,7.155396301896734,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
samsung,1500,4,4,tizen,800.0,8.1886891244442,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.6931471805599453,16
yu,3000,5,4,android,1920.0,8.853808274977197,2.833213344056216,6.985641817639208,2.6390573296152584,1.791759469228055,1.3862943611198906,16
yu,2000,5,4,android,1280.0,8.732304571033183,2.1972245773362196,6.580639137284949,2.1972245773362196,1.0986122886681098,1.0986122886681098,16
celkon,2000,5,4,android,854.0,8.294049640102028,2.1972245773362196,6.175867270105761,1.791759469228055,1.3862943611198906,0.6931471805599453,16
intex,1400,4,4,android,800.0,8.291797105048733,1.6094379124341003,6.175867270105761,1.0986122886681098,0.0,0.0,1
intex,2000,4,4,android,800.0,8.517193191416238,1.6094379124341003,6.175867270105761,1.791759469228055,0.0,0.0,1
lyf,2250,5,4,android,1280.0,8.922658299524402,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
lyf,1750,4,4,android,800.0,7.824046010856292,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
intex,3400,6,4,android,1280.0,8.85366542803745,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
asus,2070,5,4,android,854.0,8.411832675758411,2.1972245773362196,6.175867270105761,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
lyf,2000,5,4,android,854.0,7.842278779117352,2.1972245773362196,6.175867270105761,2.1972245773362196,1.791759469228055,0.6931471805599453,16
lyf,2920,6,4,android,1280.0,8.517193191416238,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,1.0986122886681098,16
micromax,2500,5,4,android,1280.0,8.987071812848821,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
swipe,3000,5,4,android,1280.0,8.003363058629947,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
lava,4000,5,4,android,1280.0,8.732304571033183,2.1972245773362196,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
lyf,2850,6,4,android,1280.0,8.516392871245468,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,1.0986122886681098,16
intex,2800,5,1,android,854.0,8.434028950155469,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
lenovo,3500,6,8,android,1920.0,8.986071187374463,3.4965075614664802,6.985641817639208,2.6390573296152584,2.1972245773362196,1.3862943611198906,16
panasonic,2450,5,4,android,1280.0,8.630521876723241,3.4965075614664802,6.580639137284949,2.1972245773362196,1.791759469228055,1.3862943611198906,16
panasonic,2400,4,4,android,480.0,7.692113339595466,2.1972245773362196,6.68586094706836,1.0986122886681098,0.0,0.0,16
intex,2200,5,4,android,720.0,8.779557455883728,2.833213344056216,7.155396301896734,2.1972245773362196,1.791759469228055,1.0986122886681098,1
lyf,2600,5,8,android,1280.0,8.974744612722734,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.3862943611198906,16
karbonn,2000,5,4,android,720.0,8.09559870137819,2.1972245773362196,7.155396301896734,2.1972245773362196,1.3862943611198906,0.6931471805599453,16
samsung,2600,5,4,android,1280.0,9.257319373170178,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
infocus,2600,6,8,android,1920.0,8.699681400989514,2.833213344056216,6.985641817639208,2.6390573296152584,2.6390573296152584,1.3862943611198906,16
intex,2450,5,4,android,1280.0,8.516793111394898,2.1972245773362196,6.580639137284949,1.791759469228055,1.791759469228055,0.6931471805599453,16
lava,1500,4,1,android,800.0,7.600902459542082,0.6931471805599453,6.175867270105761,1.0986122886681098,0.0,0.0,16
lava,1750,5,4,android,800.0,8.85366542803745,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.6931471805599453,16
intex,2000,5,4,android,854.0,7.819636302367592,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.0,16
intex,2800,5,4,android,854.0,8.265650165580329,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
lava,2350,5,4,android,1280.0,8.79497643168877,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
lyf,2920,5,1,android,1280.0,8.517193191416238,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
asus,4100,5,4,android,1280.0,9.546169544733285,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
karbonn,4000,5,1,android,854.0,8.101677747454572,2.1972245773362196,6.175867270105761,2.1972245773362196,1.791759469228055,0.6931471805599453,16
samsung,3000,6,4,android,1280.0,8.698013622083925,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
samsung,2600,5,4,android,1280.0,8.776630098427717,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
samsung,2600,5,4,android,1280.0,8.698013622083925,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,1
intex,3800,5,4,android,1280.0,8.516392871245468,2.1972245773362196,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
nubia,5000,6,8,android,1920.0,9.392661928770137,3.4965075614664802,6.985641817639208,2.6390573296152584,2.6390573296152584,1.3862943611198906,16
panasonic,3000,6,8,android,1920.0,9.3048320350689,3.4965075614664802,6.985641817639208,2.833213344056216,1.791759469228055,1.3862943611198906,16
tcl,2500,6,4,android,1280.0,8.515191188745565,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
karbonn,2200,4,4,android,800.0,7.600902459542082,1.6094379124341003,6.175867270105761,1.0986122886681098,0.0,0.0,16
vivo,3000,5,8,android,1920.0,9.210340371976184,4.174387269895637,6.985641817639208,2.6390573296152584,2.833213344056216,1.6094379124341003,16
iball,2300,5,4,android,854.0,8.495152060539358,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
nubia,3000,6,4,android,1920.0,9.95227771670556,4.174387269895637,6.985641817639208,2.833213344056216,2.1972245773362196,1.9459101490553132,16
lyf,2500,5,8,android,1920.0,8.852378886511985,3.4965075614664802,6.985641817639208,2.6390573296152584,2.6390573296152584,1.3862943611198906,16
intex,2100,5,4,android,854.0,8.474494436883122,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.6931471805599453,16
micromax,2500,6,4,android,1280.0,8.907883013942248,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
oppo,2630,5,4,android,1280.0,9.067277989134345,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
intex,2500,5,4,android,854.0,7.88570539124302,2.1972245773362196,6.175867270105761,1.0986122886681098,0.0,0.0,16
panasonic,5000,5,4,android,1280.0,8.612503371220562,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
xiaomi,4100,5,8,android,1280.0,8.77971129020447,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
intex,2200,5,4,android,1280.0,8.496990484098719,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
lyf,3000,6,8,android,1920.0,6.20455776256869,2.833213344056216,6.985641817639208,2.6390573296152584,1.791759469228055,1.0986122886681098,16
lyf,2300,5,4,android,1280.0,8.853808274977197,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
panasonic,2400,4,4,android,800.0,8.186185994226083,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
panasonic,1400,4,4,android,800.0,7.819636302367592,1.6094379124341003,6.175867270105761,1.791759469228055,1.0986122886681098,0.0,16
lenovo,4050,6,4,android,1280.0,9.104979856318357,3.4965075614664802,6.580639137284949,2.6390573296152584,1.791759469228055,1.3862943611198906,1
lenovo,4050,6,8,android,2560.0,10.043249494911286,4.174387269895637,7.273092595999522,2.833213344056216,2.1972245773362196,1.6094379124341003,1
lava,2700,5,4,android,1280.0,8.517193191416238,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.3862943611198906,16
lyf,2000,5,4,android,1280.0,9.035986984831405,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
lava,2500,5,4,android,1280.0,9.179984251961283,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
intex,1800,5,4,android,584.0,8.411832675758411,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
samsung,2600,5,4,android,1280.0,9.02401079378469,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
lyf,1750,4,4,android,800.0,7.600902459542082,1.6094379124341003,6.175867270105761,1.0986122886681098,1.0986122886681098,0.0,16
swipe,3050,5,8,android,1920.0,8.006367567650246,2.833213344056216,6.985641817639208,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
lava,2000,5,4,android,854.0,9.104979856318357,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
intex,3000,5,4,android,1280.0,8.412054873292933,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
lg,3000,6,8,android,1920.0,9.104979856318357,2.833213344056216,6.985641817639208,2.833213344056216,2.1972245773362196,1.3862943611198906,1
lg,4100,5,4,android,1280.0,8.85366542803745,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
lyf,1400,4,4,android,800.0,8.34283980427146,2.1972245773362196,6.175867270105761,1.0986122886681098,0.0,0.0,16
zen,1800,5,4,android,854.0,7.878534196140362,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
lava,1750,5,4,android,800.0,8.34283980427146,1.6094379124341003,6.175867270105761,1.791759469228055,0.0,0.0,16
lava,1300,4,4,android,800.0,7.783224016336037,1.6094379124341003,6.175867270105761,1.0986122886681098,0.0,0.0,16
panasonic,4000,5,4,android,1280.0,8.599878558034845,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.3862943611198906,16
lava,2200,6,4,android,800.0,8.343077871169383,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
micromax,2500,5,4,android,1280.0,8.694669696546992,2.1972245773362196,6.580639137284949,2.1972245773362196,2.1972245773362196,0.6931471805599453,16
micromax,1750,5,4,android,854.0,8.366370301681654,2.1972245773362196,6.175867270105761,1.791759469228055,1.791759469228055,0.6931471805599453,16
intex,2200,5,4,android,1280.0,8.517193191416238,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,0.6931471805599453,16
intex,1900,5,4,android,854.0,8.490233009833455,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
motorola,2800,5,4,android,1280.0,8.852378886511985,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
sony,2700,6,8,android,1920.0,8.987196820661973,2.833213344056216,6.985641817639208,3.091042453358316,2.833213344056216,1.3862943611198906,1
lenovo,2300,5,4,android,1280.0,8.412054873292933,2.1972245773362196,6.580639137284949,1.791759469228055,1.0986122886681098,0.6931471805599453,1
htc,2200,5,8,android,1280.0,8.77940359789435,3.4965075614664802,6.580639137284949,2.6390573296152584,1.791759469228055,1.3862943611198906,16
lyf,4000,5,4,android,1280.0,8.699514748210191,2.1972245773362196,6.580639137284949,2.1972245773362196,1.0986122886681098,0.6931471805599453,16
lyf,1500,4,4,android,800.0,8.1886891244442,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
lava,2000,5,4,android,800.0,8.131530710604252,1.6094379124341003,6.175867270105761,1.791759469228055,1.0986122886681098,0.0,16
micromax,2000,5,4,android,1280.0,8.432941638968646,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,1.3862943611198906,16
intex,1800,5,4,android,854.0,8.281470857895167,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
intex,1450,4,4,android,800.0,7.888709524182015,1.6094379124341003,6.175867270105761,0.0,0.0,0.0,16
htc,2800,6,8,android,1920.0,8.987196820661973,3.4965075614664802,6.985641817639208,2.6390573296152584,1.6094379124341003,1.3862943611198906,1
micromax,3000,6,4,android,960.0,8.926783114101351,2.1972245773362196,6.293419278846481,2.1972245773362196,1.791759469228055,0.6931471805599453,16
iball,2000,5,4,android,854.0,7.600902459542082,1.6094379124341003,6.175867270105761,1.791759469228055,0.0,0.0,16
honor,3000,5,8,android,1920.0,9.210340371976184,2.833213344056216,6.985641817639208,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
panasonic,2700,6,4,android,1280.0,8.62155320674048,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
swipe,3000,6,4,android,1280.0,8.922791623969637,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.3862943611198906,16
asus,2070,5,4,android,854.0,8.294049640102028,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.6931471805599453,16
intex,1500,5,4,android,854.0,8.46611040118692,2.1972245773362196,6.175867270105761,1.0986122886681098,0.0,0.6931471805599453,16
zte,2540,6,4,android,1280.0,8.517193191416238,2.833213344056216,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,16
zte,3000,6,8,android,1920.0,8.412054873292933,3.4965075614664802,6.985641817639208,2.833213344056216,2.1972245773362196,1.3862943611198906,16
leeco,3000,6,10,android,1920.0,8.681181041521688,3.4965075614664802,6.985641817639208,3.091042453358316,2.1972245773362196,1.6094379124341003,1
nubia,2800,5,8,android,1920.0,9.210340371976184,4.174387269895637,6.985641817639208,2.833213344056216,2.1972245773362196,1.3862943611198906,16
gionee,2000,5,4,android,1280.0,8.476579508530941,2.833213344056216,6.580639137284949,1.791759469228055,1.0986122886681098,0.6931471805599453,16
yu,4000,6,8,android,1920.0,8.779557455883728,2.833213344056216,6.985641817639208,2.6390573296152584,1.791759469228055,1.3862943611198906,16
videocon,3000,5,4,android,854.0,8.295798110636145,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
htc,3000,5,8,android,2560.0,9.185227671161108,3.4965075614664802,7.273092595999522,2.5649493574615367,1.791759469228055,1.3862943611198906,1
meizu,4100,6,8,android,1920.0,8.57376254290413,2.833213344056216,6.985641817639208,2.6390573296152584,1.791759469228055,1.0986122886681098,16
reach,2500,5,4,android,1280.0,7.897668150726906,2.1972245773362196,6.580639137284949,1.791759469228055,1.0986122886681098,0.6931471805599453,16
asus,2500,5,4,android,1280.0,8.515391569469609,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
gionee,1850,5,4,android,854.0,8.517193191416238,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
samsung,5000,6,8,android,1920.0,9.902537101000133,3.4965075614664802,6.985641817639208,2.833213344056216,2.1972245773362196,1.6094379124341003,16
intex,1400,4,4,android,800.0,7.696212639346407,1.6094379124341003,6.175867270105761,1.0986122886681098,1.0986122886681098,0.0,16
samsung,3300,6,8,android,1080.0,9.506808731708581,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
samsung,3100,5,4,android,1280.0,9.210340371976184,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
vivo,2200,5,4,android,960.0,9.0595174822416,2.833213344056216,6.293419278846481,2.1972245773362196,1.791759469228055,0.6931471805599453,16
reach,2000,4,4,android,800.0,7.696667081526462,2.1972245773362196,6.175867270105761,1.3862943611198906,0.6931471805599453,0.6931471805599453,16
lava,2500,5,4,android,1280.0,8.412054873292933,2.1972245773362196,6.580639137284949,2.1972245773362196,2.1972245773362196,1.0986122886681098,16
videocon,2200,5,4,android,1280.0,8.79497643168877,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
lava,1200,4,2,android,800.0,7.600902459542082,1.6094379124341003,6.175867270105761,1.0986122886681098,0.0,0.0,16
intex,2500,5,4,android,854.0,8.111928063310739,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.6931471805599453,16
intex,1700,4,4,android,800.0,8.77971129020447,1.6094379124341003,6.175867270105761,1.0986122886681098,0.0,0.6931471805599453,16
lava,1750,5,2,android,854.0,7.600902459542082,2.1972245773362196,6.175867270105761,1.3862943611198906,0.0,0.0,16
infocus,2300,5,4,android,480.0,8.409830673087738,2.1972245773362196,6.7464121285733745,2.1972245773362196,1.791759469228055,0.6931471805599453,16
panasonic,1600,5,4,android,854.0,8.818926087090677,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
intex,2200,5,4,android,854.0,8.160518247477505,2.1972245773362196,6.175867270105761,1.791759469228055,0.0,0.6931471805599453,16
mphone,3050,6,8,android,1920.0,8.779557455883728,4.174387269895637,6.985641817639208,3.091042453358316,2.1972245773362196,1.6094379124341003,16
mphone,2600,6,8,android,1920.0,8.909235279192261,3.4965075614664802,6.985641817639208,2.833213344056216,2.1972245773362196,1.3862943611198906,16
intex,2300,5,2,android,854.0,8.006367567650246,2.1972245773362196,6.175867270105761,1.791759469228055,1.0986122886681098,0.6931471805599453,16
lyf,2250,5,4,android,854.0,8.160518247477505,2.1972245773362196,6.175867270105761,1.791759469228055,1.791759469228055,0.6931471805599453,16
blu,2300,5,4,android,1280.0,8.987196820661973,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
zopo,3600,6,10,android,1920.0,9.208438564686587,3.4965075614664802,6.985641817639208,3.091042453358316,2.1972245773362196,1.6094379124341003,16
xolo,2500,5,4,android,1280.0,8.425077902508432,2.1972245773362196,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
intex,2500,5,4,sailfish,1280.0,8.476371196895983,2.833213344056216,6.580639137284949,2.1972245773362196,1.0986122886681098,1.0986122886681098,16
zte,2500,5,4,android,1280.0,8.253488028345904,2.833213344056216,6.580639137284949,2.1972245773362196,2.1972245773362196,1.0986122886681098,1
sony,2620,5,1,android,1920.0,9.903037451255743,3.4965075614664802,6.985641817639208,3.1780538303479458,2.6390573296152584,1.3862943611198906,1
sony,2300,5,8,android,1280.0,8.986571625268054,2.833213344056216,6.580639137284949,2.6390573296152584,2.1972245773362196,1.0986122886681098,1
htc,2700,6,4,android,1280.0,8.973478148521036,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
htc,2200,5,4,android,1280.0,9.239899174217728,2.833213344056216,6.580639137284949,2.6390573296152584,1.791759469228055,1.0986122886681098,16
hp,4150,6,4,windows,2560.0,11.39324062202425,4.174387269895637,7.273092595999522,2.772588722239781,2.1972245773362196,1.6094379124341003,1
alcatel,2610,5,8,android,1920.0,9.740968623038354,2.833213344056216,6.985641817639208,2.6390573296152584,2.1972245773362196,1.3862943611198906,1
intex,3000,5,4,android,1280.0,8.83200393125627,2.833213344056216,6.580639137284949,2.1972245773362196,1.791759469228055,1.0986122886681098,16
swipe,3000,5,4,android,854.0,8.318742252692399,2.1972245773362196,6.175867270105761,2.1972245773362196,1.3862943611198906,0.6931471805599453,16
lg,3000,6,4,android,1280.0,8.987196820661973,2.833213344056216,6.580639137284949,2.6390573296152584,2.1972245773362196,0.6931471805599453,1
