Name,Brand,Battery_capacity(mAh),Screen_size(inches),Touchscreen,Processor,Operating system,Wi-Fi,Bluetooth,GPS,3G,4G/ LTE,Resolution_width(px),Resolution_height(px),Price,Internal_storage(GB),Rear_Camera(MP),Front_Camera(MP),RAM(GB),Number of SIMs
OnePlus 7T Pro McLaren Edition,OnePlus,1.3205032390163298,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.942192651589053,10.985275773591676,2.879772250364041,2.8087611657147615,1.4073595766500984,3.3061349492563457,0.41659169399276824
Realme X2 Pro,Realme,1.2231403902124838,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.6472571003923853,10.239959789157341,1.3087674093511814,3.36465043289258,1.4073595766500984,1.7790267403792863,0.41659169399276824
iPhone 11 Pro Max,Apple,1.187631586531081,2.271877496188788,Yes,0.2171813193712519,iOS,Yes,Yes,Yes,Yes,Yes,1.5986880379721147,2.1652313208710523,11.579658451506333,1.3087674093511814,0.2776316517840247,1.0008709882058655,1.0091139351558178,0.41659169399276824
iPhone 11,Apple,0.20369409097221305,0.8582648318935419,Yes,0.2171813193712519,iOS,Yes,Yes,Yes,Yes,Yes,0.0698586785143036,0.5537559682707549,11.049317340813348,1.3087674093511814,0.2776316517840247,1.0008709882058655,1.0091139351558178,0.41659169399276824
LG G8X ThinQ,LG,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,1.0004504625321018,1.5393458044593296,10.819598268208338,2.0920764700263845,0.2776316517840247,2.5009465980075523,1.7790267403792863,-2.1322667433044113
OnePlus 7T,OnePlus,0.9940513342034342,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,1.0004504625321018,1.6472571003923853,10.461129966077028,2.0920764700263845,2.8087611657147615,1.4073595766500984,2.381175882178299,0.41659169399276824
OnePlus 7T Pro,OnePlus,1.3205032390163298,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.942192651589053,10.87787736679393,2.879772250364041,2.8087611657147615,1.4073595766500984,2.381175882178299,0.41659169399276824
Samsung Galaxy Note 10+,Samsung,1.566773974226058,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.798310923678312,11.286024864778307,2.879772250364041,0.2776316517840247,0.7574901368346918,3.3061349492563457,0.41659169399276824
Asus ROG Phone 2,Asus,3.5140309503029794,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,10.545341438708522,2.0920764700263845,2.8087611657147615,2.0272598158699267,2.381175882178299,-2.1322667433044113
Xiaomi Redmi K20 Pro,Xiaomi,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,1.0004504625321018,1.5393458044593296,10.05151955135521,2.0920764700263845,2.8087611657147615,1.7416702940038153,1.7790267403792863,0.41659169399276824
Oppo K3,Oppo,0.9539607494018505,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,10.085434038999999,1.3087674093511814,0.7790173689482113,1.4073595766500984,1.7790267403792863,0.41659169399276824
Realme X,Realme,0.9539607494018505,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.615805480084347,2.0920764700263845,2.8087611657147615,1.4073595766500984,1.0091139351558178,0.41659169399276824
Xiaomi Redmi K20,Xiaomi,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.866979157719605,1.3087674093511814,2.8087611657147615,1.7416702940038153,1.7790267403792863,0.41659169399276824
OnePlus 7 Pro,OnePlus,1.2231403902124838,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.942192651589053,10.59653472809574,2.0920764700263845,2.8087611657147615,1.4073595766500984,1.7790267403792863,0.41659169399276824
Oppo Reno 10x Zoom,Oppo,1.2975943334154247,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,10.518429918794682,2.0920764700263845,2.8087611657147615,1.4073595766500984,1.7790267403792863,0.41659169399276824
Realme 3 Pro,Realme,1.2746854278145199,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.546812608597396,1.3087674093511814,0.7790173689482113,2.092748460195227,1.0091139351558178,0.41659169399276824
Huawei P30 Pro,Huawei,1.4522294462215333,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,1.0004504625321018,1.5393458044593296,10.901929536770998,2.879772250364041,2.4611876549125937,2.5009465980075523,2.381175882178299,0.41659169399276824
Redmi Note 7 Pro,Xiaomi,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.190137664658664,1.3087674093511814,2.8087611657147615,1.1112066667444338,1.0091139351558178,0.41659169399276824
Huawei Mate 20 Pro,Huawei,1.4522294462215333,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.942192651589053,11.066497727453186,2.0920764700263845,2.4611876549125937,2.0272598158699267,1.7790267403792863,0.41659169399276824
LG V40 ThinQ,LG,0.42132869418081015,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.942192651589053,10.308952660644293,2.0920764700263845,0.2776316517840247,0.4746544835841936,1.7790267403792863,0.41659169399276824
OnePlus 6T,OnePlus,0.8795068061989093,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,10.373491181781864,2.0920764700263845,0.7790173689482113,1.4073595766500984,1.7790267403792863,0.41659169399276824
Apple iPhone XR,Apple,0.011259283924611412,0.8582648318935419,Yes,0.2171813193712519,iOS,Yes,Yes,Yes,Yes,Yes,0.0698586785143036,0.5537559682707549,10.725467604939041,1.3087674093511814,0.2776316517840247,0.3133454526144505,0.5204715396506635,0.41659169399276824
Apple iPhone XS Max,Apple,-0.31404717560823897,2.271877496188788,Yes,0.2171813193712519,iOS,Yes,Yes,Yes,Yes,Yes,1.5986880379721147,2.1652313208710523,11.156250521031495,1.3087674093511814,0.2776316517840247,0.3133454526144505,1.0091139351558178,0.41659169399276824
Apple iPhone XS,Apple,-0.31404717560823897,0.8582648318935419,Yes,0.2171813193712519,iOS,Yes,Yes,Yes,Yes,Yes,1.1666275668209942,1.7120038779522186,11.002099841204238,1.3087674093511814,0.2776316517840247,0.3133454526144505,1.0091139351558178,0.41659169399276824
Google Pixel 3 XL,Google,0.5702365805866924,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.654429195767571,10.778768772309705,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.0091139351558178,-2.1322667433044113
Google Pixel 3,Google,-0.019667738636610282,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.2156119166601627,10.545341438708522,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.0091139351558178,-2.1322667433044113
Asus ROG Phone,Asus,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.2156119166601627,11.156250521031495,2.0920764700263845,0.2776316517840247,0.4746544835841936,2.381175882178299,0.41659169399276824
Samsung Galaxy Note 9,Samsung,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.654429195767571,10.950806546816688,2.0920764700263845,0.2776316517840247,0.4746544835841936,1.7790267403792863,0.41659169399276824
LG G7+ ThinQ,LG,0.07769511016723579,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.942192651589053,10.545341438708522,2.0920764700263845,0.7790173689482113,0.4746544835841936,1.7790267403792863,0.41659169399276824
Asus ZenFone Max Pro M1,Asus,2.3685856702577315,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.2156119166601627,9.209439966733019,0.5340813189817668,0.41562338496454787,0.4746544835841936,0.5204715396506635,0.41659169399276824
Huawei P20 Pro,Huawei,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,Yes,1.0004504625321018,1.3594936445709036,10.819598268208338,1.3087674093511814,2.4611876549125937,2.0272598158699267,1.0091139351558178,0.41659169399276824
OnePlus 6,OnePlus,0.42132869418081015,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.431434508526274,10.46310334047155,1.3087674093511814,0.7790173689482113,1.4073595766500984,1.7790267403792863,0.41659169399276824
Asus ZenFone 5Z (ZS620KL),Asus,0.42132869418081015,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.3702847741642092,9.852194258148577,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.0091139351558178,0.41659169399276824
Redmi Note 5 Pro,Xiaomi,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.2156119166601627,9.143131622282732,1.3087674093511814,0.2776316517840247,1.7416702940038153,1.0091139351558178,0.41659169399276824
Nokia 7 Plus,Nokia,0.9940513342034342,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.2156119166601627,9.392745258631441,1.3087674093511814,0.2776316517840247,1.4073595766500984,1.0091139351558178,0.41659169399276824
Samsung Galaxy S9+,Samsung,0.6504177501898597,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.654429195767571,10.308952660644293,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.7790267403792863,0.41659169399276824
Samsung Galaxy S9,Samsung,0.07769511016723579,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.654429195767571,10.203592144986466,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.0091139351558178,0.41659169399276824
HTC U11+,HTC,1.1429592206093164,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,1.935020556213867,10.87787736679393,2.0920764700263845,0.2776316517840247,0.4746544835841936,1.7790267403792863,0.41659169399276824
Samsung Galaxy Note 8,Samsung,0.42132869418081015,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.654429195767571,10.819778284410283,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.7790267403792863,0.41659169399276824
Apple iPhone 8,Apple,-1.2727848750061115,-0.5553478324017044,Yes,0.2171813193712519,iOS,Yes,Yes,Yes,Yes,Yes,-0.21818163558644343,-0.2699669240182364,10.51867319162636,1.3087674093511814,0.2776316517840247,0.3133454526144505,-0.08478362749881975,-2.1322667433044113
Apple iPhone 8 Plus,Apple,-0.2762474813667458,0.8582648318935419,Yes,0.2171813193712519,iOS,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,0.7839667329279403,10.757924157061597,1.3087674093511814,0.2776316517840247,0.3133454526144505,0.5204715396506635,-2.1322667433044113
Apple iPhone X,Apple,-0.24761134936561463,0.8582648318935419,Yes,0.2171813193712519,iOS,Yes,Yes,Yes,Yes,Yes,1.1666275668209942,1.7120038779522186,11.156250521031495,1.3087674093511814,0.2776316517840247,0.3133454526144505,0.5204715396506635,-2.1322667433044113
Motorola Moto Z2 Force,Motorola,-0.23157511544498113,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,1.935020556213867,9.95227771670556,1.3087674093511814,0.2776316517840247,-0.06655195422890328,1.7790267403792863,-2.1322667433044113
HTC U11,HTC,0.07769511016723579,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,1.935020556213867,10.896572644989313,2.0920764700263845,0.2776316517840247,1.4073595766500984,1.7790267403792863,0.41659169399276824
Nokia 8,Nokia,0.1807851853713081,-0.5553478324017044,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,1.935020556213867,9.61547209118311,1.3087674093511814,0.41562338496454787,1.1112066667444338,1.0091139351558178,0.41659169399276824
Samsung Galaxy S8+,Samsung,0.6504177501898597,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.654429195767571,10.308985993422082,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.0091139351558178,-2.1322667433044113
Samsung Galaxy S8,Samsung,0.07769511016723579,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.654429195767571,10.203406942652387,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.0091139351558178,-2.1322667433044113
LG G6,LG,0.42132869418081015,0.8582648318935419,Yes,-2.0632225340268926,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,2.5105474678568305,10.085434038999999,0.5340813189817668,0.41562338496454787,-0.06655195422890328,0.5204715396506635,-2.1322667433044113
OnePlus 3T,OnePlus,0.535873222185335,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,0.7839667329279403,9.903487552536127,1.3087674093511814,0.7790173689482113,1.4073595766500984,1.7790267403792863,0.41659169399276824
Samsung Galaxy C9 Pro,Samsung,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,Yes,1.0004504625321018,0.7839667329279403,9.740968623038354,1.3087674093511814,0.7790173689482113,1.4073595766500984,1.7790267403792863,0.41659169399276824
Google Pixel XL,Google,0.5931454861875973,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,1.935020556213867,10.341452118734878,0.5340813189817668,0.2776316517840247,0.4746544835841936,1.0091139351558178,-2.1322667433044113
Apple iPhone 7 Plus,Apple,-0.036849417837289004,0.8582648318935419,Yes,-0.6949802219880059,iOS,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,0.7839667329279403,10.46310334047155,0.5340813189817668,0.2776316517840247,0.3133454526144505,0.5204715396506635,-2.1322667433044113
Apple iPhone 7,Apple,-1.113567981079822,-0.5553478324017044,Yes,-0.6949802219880059,iOS,Yes,Yes,Yes,Yes,Yes,-0.21818163558644343,-0.2699669240182364,10.239959789157341,0.5340813189817668,0.2776316517840247,0.3133454526144505,-0.08478362749881975,-2.1322667433044113
Honor 8,Honor,0.07769511016723579,-0.5553478324017044,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,0.7839667329279403,9.915761913411517,0.5340813189817668,0.2776316517840247,0.4746544835841936,1.0091139351558178,0.41659169399276824
OnePlus 3,OnePlus,0.07769511016723579,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,0.7839667329279403,10.043249494911286,1.3087674093511814,0.7790173689482113,0.4746544835841936,1.7790267403792863,0.41659169399276824
Asus ZenFone 3 Deluxe (ZS570KL),Asus,0.07769511016723579,0.8582648318935419,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,0.7839667329279403,10.714417768752456,2.879772250364041,1.4311616130683487,0.4746544835841936,1.7790267403792863,0.41659169399276824
Xiaomi Mi 5,Xiaomi,0.07769511016723579,-0.5553478324017044,Yes,-0.6949802219880059,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,0.7839667329279403,10.126631103850338,0.5340813189817668,0.7790173689482113,-0.2973194702294591,0.5204715396506635,0.41659169399276824
Samsung Galaxy S7 Edge,Samsung,0.7649622781943846,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,1.935020556213867,10.596559730283433,0.5340813189817668,0.2776316517840247,-0.06655195422890328,1.0091139351558178,0.41659169399276824
Samsung Galaxy S7,Samsung,0.07769511016723579,-0.5553478324017044,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,1.935020556213867,10.085809109330082,0.5340813189817668,0.2776316517840247,-0.06655195422890328,1.0091139351558178,0.41659169399276824
Motorola Moto X Force,Motorola,0.9482335230016242,-0.5553478324017044,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,1.935020556213867,8.852950887099581,0.5340813189817668,1.2657944329065811,-0.06655195422890328,0.5204715396506635,-2.1322667433044113
Google Nexus 6P,Huawei,0.5931454861875973,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,1.935020556213867,10.668932138591325,0.5340813189817668,0.2776316517840247,0.4746544835841936,0.5204715396506635,-2.1322667433044113
Apple iPhone 6s Plus,Apple,-0.2086662098440762,0.8582648318935419,Yes,-2.0632225340268926,iOS,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,0.7839667329279403,10.165505603232393,-0.2239363612360481,0.2776316517840247,-0.06655195422890328,-0.08478362749881975,-2.1322667433044113
Yu Yureka Plus,Yu,-0.49502752985538817,0.8582648318935419,Yes,1.1293428607305096,Cyanogen,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,0.7839667329279403,8.698847859222488,-0.2239363612360481,0.41562338496454787,-0.06655195422890328,-0.08478362749881975,0.41659169399276824
Samsung Galaxy A8,Samsung,0.1349673741694982,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,0.7839667329279403,8.895629627136483,0.5340813189817668,0.7790173689482113,-0.06655195422890328,-0.08478362749881975,0.41659169399276824
Samsung Galaxy S6,Samsung,-0.4377552658531258,-0.5553478324017044,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,2.3298672968432417,1.935020556213867,10.165851817003619,0.5340813189817668,0.7790173689482113,-0.06655195422890328,0.5204715396506635,-2.1322667433044113
Yu Yureka,Yu,-0.49502752985538817,0.8582648318935419,Yes,1.1293428607305096,Cyanogen,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,-0.3670870903579865,8.294049640102028,-0.2239363612360481,0.41562338496454787,-0.06655195422890328,-0.08478362749881975,0.41659169399276824
Xiaomi Redmi Note,Xiaomi,0.19223963817176057,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,No,-0.3289663717790384,-0.3670870903579865,8.987196820661973,-0.9507491645738099,0.41562338496454787,-0.06655195422890328,-0.08478362749881975,0.41659169399276824
Realme C3,Realme,2.3685856702577315,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.20843982128497687,8.85366542803745,0.5340813189817668,0.2776316517840247,-0.06655195422890328,0.5204715396506635,0.41659169399276824
Poco X2,Poco,1.7958630302351077,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.6472571003923853,9.680344001221918,1.3087674093511814,3.36465043289258,1.7416702940038153,1.7790267403792863,0.41659169399276824
Samsung Galaxy S10 Lite,Samsung,1.7958630302351077,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,1.0004504625321018,1.6472571003923853,10.596634733096073,2.0920764700263845,2.8087611657147615,2.5009465980075523,2.381175882178299,-2.1322667433044113
Realme 5i,Realme,2.3685856702577315,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.20843982128497687,9.104979856318357,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.0091139351558178,0.41659169399276824
Samsung Galaxy Note 10 Lite,Samsung,1.7958630302351077,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,No,No,1.0004504625321018,1.6472571003923853,10.571316925111784,2.0920764700263845,0.2776316517840247,2.5009465980075523,1.7790267403792863,-2.1322667433044113
Vivo V17,Vivo,1.7958630302351077,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.6472571003923853,9.959442464680574,2.0920764700263845,2.8087611657147615,2.5009465980075523,2.381175882178299,0.41659169399276824
Vivo U20,Vivo,2.3685856702577315,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.3048320350689,1.3087674093511814,0.7790173689482113,1.4073595766500984,1.0091139351558178,0.41659169399276824
Realme 5s,Realme,2.3685856702577315,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.20843982128497687,9.210340371976184,1.3087674093511814,2.8087611657147615,1.1112066667444338,1.0091139351558178,0.41659169399276824
Realme X2,Realme,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.740968623038354,1.3087674093511814,3.36465043289258,2.5009465980075523,1.0091139351558178,0.41659169399276824
Vivo V17 Pro,Vivo,1.3376849182170085,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.6472571003923853,10.174315895415749,2.0920764700263845,2.8087611657147615,2.5009465980075523,2.381175882178299,0.41659169399276824
Nubia Red Magic 3S,Nubia,2.3685856702577315,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,1.0004504625321018,1.5393458044593296,10.778956289890028,2.0920764700263845,2.8087611657147615,1.4073595766500984,2.381175882178299,0.41659169399276824
Samsung Galaxy M30s,Samsung,3.5140309503029794,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.472704636443673,1.3087674093511814,2.8087611657147615,1.4073595766500984,1.0091139351558178,0.41659169399276824
Vivo Z1x,Vivo,1.7958630302351077,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.679781342959442,2.0920764700263845,2.8087611657147615,2.5009465980075523,1.0091139351558178,0.41659169399276824
Oppo Reno 2Z,Oppo,1.2231403902124838,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,No,No,No,1.0004504625321018,1.5393458044593296,10.047631185616188,2.879772250364041,2.8087611657147615,1.4073595766500984,2.381175882178299,-2.1322667433044113
Realme XT,Realme,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.615805480084347,1.3087674093511814,3.36465043289258,1.4073595766500984,1.0091139351558178,0.41659169399276824
Redmi Note 8 Pro,Xiaomi,1.7958630302351077,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.546812608597396,1.3087674093511814,3.36465043289258,1.7416702940038153,1.7790267403792863,0.41659169399276824
Nokia 7.2,Nokia,0.6504177501898597,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,1.0004504625321018,1.5393458044593296,9.640693195592126,1.3087674093511814,2.8087611657147615,1.7416702940038153,1.0091139351558178,0.41659169399276824
Samsung Galaxy A50s,Samsung,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.720225553665117,2.0920764700263845,2.8087611657147615,2.5009465980075523,1.0091139351558178,0.41659169399276824
Realme 5 Pro,Realme,1.2632309750140673,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.392661928770137,1.3087674093511814,2.8087611657147615,1.4073595766500984,1.0091139351558178,0.41659169399276824
Realme 5,Realme,2.3685856702577315,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.20843982128497687,9.059633754551479,0.5340813189817668,0.2776316517840247,1.1112066667444338,0.5204715396506635,0.41659169399276824
Vivo Z1 Pro,Vivo,2.3685856702577315,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.472012088995733,1.3087674093511814,0.7790173689482113,2.5009465980075523,1.0091139351558178,0.41659169399276824
Xiaomi Mi A3,Xiaomi,1.2575037486138412,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,-0.3289663717790384,0.13649895732960646,9.37974553683691,1.3087674093511814,2.8087611657147615,2.5009465980075523,1.0091139351558178,0.41659169399276824
Asus 6Z,Asus,2.3685856702577315,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,10.239959789157341,1.3087674093511814,2.8087611657147615,3.217645684946969,1.7790267403792863,0.41659169399276824
Samsung Galaxy M40,Samsung,0.6504177501898597,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.733884768149949,2.0920764700263845,2.0411261099862705,1.4073595766500984,1.7790267403792863,0.41659169399276824
Redmi Note 7S,Xiaomi,1.2231403902124838,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.065314599925925,0.5340813189817668,2.8087611657147615,1.1112066667444338,0.5204715396506635,0.41659169399276824
Motorola One Vision,Motorola,0.6504177501898597,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.8630796922584965,9.524493961633755,2.0920764700263845,2.8087611657147615,2.092748460195227,1.0091139351558178,0.41659169399276824
Nubia Red Magic 3,Nubia,2.3685856702577315,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,1.0004504625321018,1.5393458044593296,10.491274217438248,2.0920764700263845,2.8087611657147615,1.4073595766500984,2.381175882178299,0.41659169399276824
Oppo A9,Oppo,1.2460492958133886,2.271877496188788,Yes,1.1293428607305096,Android,Yes,Yes,No,Yes,Yes,1.0004504625321018,1.5393458044593296,9.391911647379434,2.0920764700263845,0.7790173689482113,1.4073595766500984,1.0091139351558178,0.41659169399276824
Google Pixel 3a XL,Google,0.8795068061989093,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.2156119166601627,10.46310334047155,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.0091139351558178,-2.1322667433044113
LG G8s ThinQ,LG,0.7076900141921222,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.3738818173619778,10.596409707779776,1.3087674093511814,0.2776316517840247,0.4746544835841936,1.7790267403792863,0.41659169399276824
Vivo V15 Pro,Vivo,0.8795068061989093,0.8582648318935419,Yes,1.1293428607305096,Android,Yes,Yes,Yes,Yes,Yes,1.0004504625321018,1.5393458044593296,9.796681548218318,2.0920764700263845,2.8087611657147615,2.5009465980075523,1.7790267403792863,0.41659169399276824
